# pseudo_MSE3 PyTorch hardware test vectors
# seed=42
# bit_widths=8,7,6,5,4
# num_chunks_per_bit_width=100
# chunk_size=128
# signedness: sgn=1 for every section in this file
# implementation: PyTorch reference only; no CUDA pseudo_MSE3 kernel is used
# chunk scale source: DynamicInputQuantizer._chunk_scale(raw_chunk)
# chunk scale definition: pow2_floor(max(abs(raw_chunk))) with 1.0 for all-zero chunks
# metric input: values are already scaled FP32 numbers (scaled_v)
# do not apply a chunk scale before feeding these values to the pseudo_MSE3 block
# decision rule: choose_exp2 if sum(err2^2 - err1^2) < 0 else choose_exp1
# expected_error rows: selected chunk squared error, as fp32_hex fp32_dec
# mantissa mode: truncate
# q_exp*_bits are packed sign/exponent/mantissa fields after pseudo_MSE3 quantization
# err_exp*_pre_square = scaled-q_exp* for each value, before squaring
# pseudo_diff_exp2_minus_exp1 = err_exp2_pre_square^2 - err_exp1_pre_square^2
# pseudo_diff_times_2_2m must be zero, [1,3), or (-3/4,-1/4]
# value mode: scaled
# chunk max rows use max absolute value; *_value is the signed value at that index
# value rows: value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec pseudo_diff_times_2_2m_dec

BEGIN_BIT_WIDTH 8
sgn 1
exp1_format fp8_e1m6
exp2_format fp8_e2m5
m1 6
m2 5
BEGIN_CHUNK 0
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 0.03125
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 127
chunk_max_abs_scaled_value 0xbfff8000 -1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec pseudo_diff_times_2_2m_dec
VALUES_BEGIN
010 0x3f9b8000 1.21484375 01001101 1 13 001101 01100110 3 6 00110 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
011 0xbf9c8000 -1.22265625 11001110 1 14 001110 11100111 3 7 00111 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
012 0x3f9d8000 1.23046875 01001110 1 14 001110 01100111 3 7 00111 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
013 0xbf9e8000 -1.23828125 11001111 1 15 001111 11100111 3 7 00111 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
014 0x3f9f8000 1.24609375 01001111 1 15 001111 01100111 3 7 00111 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
015 0xbfa08000 -1.25390625 11010000 1 16 010000 11101000 3 8 01000 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
016 0x3fa18000 1.26171875 01010000 1 16 010000 01101000 3 8 01000 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
017 0xbfa28000 -1.26953125 11010001 1 17 010001 11101000 3 8 01000 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
018 0x3fa38000 1.27734375 01010001 1 17 010001 01101000 3 8 01000 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
019 0xbfa48000 -1.28515625 11010010 1 18 010010 11101001 3 9 01001 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
020 0x3fa58000 1.29296875 01010010 1 18 010010 01101001 3 9 01001 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
021 0xbfa68000 -1.30078125 11010011 1 19 010011 11101001 3 9 01001 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
022 0x3fa78000 1.30859375 01010011 1 19 010011 01101001 3 9 01001 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
023 0xbfa88000 -1.31640625 11010100 1 20 010100 11101010 3 10 01010 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
024 0x3fa98000 1.32421875 01010100 1 20 010100 01101010 3 10 01010 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
025 0xbfaa8000 -1.33203125 11010101 1 21 010101 11101010 3 10 01010 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
026 0x3fab8000 1.33984375 01010101 1 21 010101 01101010 3 10 01010 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
027 0xbfac8000 -1.34765625 11010110 1 22 010110 11101011 3 11 01011 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
028 0x3fad8000 1.35546875 01010110 1 22 010110 01101011 3 11 01011 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
029 0xbfae8000 -1.36328125 11010111 1 23 010111 11101011 3 11 01011 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
030 0x3faf8000 1.37109375 01010111 1 23 010111 01101011 3 11 01011 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
031 0xbfb08000 -1.37890625 11011000 1 24 011000 11101100 3 12 01100 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
032 0x3fb18000 1.38671875 01011000 1 24 011000 01101100 3 12 01100 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
033 0xbfb28000 -1.39453125 11011001 1 25 011001 11101100 3 12 01100 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
034 0x3fb38000 1.40234375 01011001 1 25 011001 01101100 3 12 01100 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
035 0xbfb48000 -1.41015625 11011010 1 26 011010 11101101 3 13 01101 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
036 0x3fb58000 1.41796875 01011010 1 26 011010 01101101 3 13 01101 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
037 0xbfb68000 -1.42578125 11011011 1 27 011011 11101101 3 13 01101 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
038 0x3fb78000 1.43359375 01011011 1 27 011011 01101101 3 13 01101 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
039 0xbfb88000 -1.44140625 11011100 1 28 011100 11101110 3 14 01110 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
040 0x3fb98000 1.44921875 01011100 1 28 011100 01101110 3 14 01110 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
041 0xbfba8000 -1.45703125 11011101 1 29 011101 11101110 3 14 01110 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
042 0x3fbb8000 1.46484375 01011101 1 29 011101 01101110 3 14 01110 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
043 0xbfbc8000 -1.47265625 11011110 1 30 011110 11101111 3 15 01111 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
044 0x3fbd8000 1.48046875 01011110 1 30 011110 01101111 3 15 01111 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
045 0xbfbe8000 -1.48828125 11011111 1 31 011111 11101111 3 15 01111 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
046 0x3fbf8000 1.49609375 01011111 1 31 011111 01101111 3 15 01111 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
047 0xbfc08000 -1.50390625 11100000 1 32 100000 11110000 3 16 10000 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
048 0x3fc18000 1.51171875 01100000 1 32 100000 01110000 3 16 10000 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
049 0xbfc28000 -1.51953125 11100001 1 33 100001 11110000 3 16 10000 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
050 0x3fc38000 1.52734375 01100001 1 33 100001 01110000 3 16 10000 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
051 0xbfc48000 -1.53515625 11100010 1 34 100010 11110001 3 17 10001 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
052 0x3fc58000 1.54296875 01100010 1 34 100010 01110001 3 17 10001 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
053 0xbfc68000 -1.55078125 11100011 1 35 100011 11110001 3 17 10001 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
054 0x3fc78000 1.55859375 01100011 1 35 100011 01110001 3 17 10001 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
055 0xbfc88000 -1.56640625 11100100 1 36 100100 11110010 3 18 10010 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
056 0x3fc98000 1.57421875 01100100 1 36 100100 01110010 3 18 10010 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
057 0xbfca8000 -1.58203125 11100101 1 37 100101 11110010 3 18 10010 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
058 0x3fcb8000 1.58984375 01100101 1 37 100101 01110010 3 18 10010 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
059 0xbfcc8000 -1.59765625 11100110 1 38 100110 11110011 3 19 10011 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
060 0x3fcd8000 1.60546875 01100110 1 38 100110 01110011 3 19 10011 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
061 0xbfce8000 -1.61328125 11100111 1 39 100111 11110011 3 19 10011 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
062 0x3fcf8000 1.62109375 01100111 1 39 100111 01110011 3 19 10011 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
063 0xbfd08000 -1.62890625 11101000 1 40 101000 11110100 3 20 10100 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
064 0x3fd18000 1.63671875 01101000 1 40 101000 01110100 3 20 10100 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
065 0xbfd28000 -1.64453125 11101001 1 41 101001 11110100 3 20 10100 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
066 0x3fd38000 1.65234375 01101001 1 41 101001 01110100 3 20 10100 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
067 0xbfd48000 -1.66015625 11101010 1 42 101010 11110101 3 21 10101 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
068 0x3fd58000 1.66796875 01101010 1 42 101010 01110101 3 21 10101 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
069 0xbfd68000 -1.67578125 11101011 1 43 101011 11110101 3 21 10101 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
070 0x3fd78000 1.68359375 01101011 1 43 101011 01110101 3 21 10101 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
071 0xbfd88000 -1.69140625 11101100 1 44 101100 11110110 3 22 10110 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
072 0x3fd98000 1.69921875 01101100 1 44 101100 01110110 3 22 10110 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
073 0xbfda8000 -1.70703125 11101101 1 45 101101 11110110 3 22 10110 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
074 0x3fdb8000 1.71484375 01101101 1 45 101101 01110110 3 22 10110 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
075 0xbfdc8000 -1.72265625 11101110 1 46 101110 11110111 3 23 10111 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
076 0x3fdd8000 1.73046875 01101110 1 46 101110 01110111 3 23 10111 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
077 0xbfde8000 -1.73828125 11101111 1 47 101111 11110111 3 23 10111 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
078 0x3fdf8000 1.74609375 01101111 1 47 101111 01110111 3 23 10111 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
079 0xbfe08000 -1.75390625 11110000 1 48 110000 11111000 3 24 11000 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
080 0x3fe18000 1.76171875 01110000 1 48 110000 01111000 3 24 11000 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
081 0xbfe28000 -1.76953125 11110001 1 49 110001 11111000 3 24 11000 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
082 0x3fe38000 1.77734375 01110001 1 49 110001 01111000 3 24 11000 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
083 0xbfe48000 -1.78515625 11110010 1 50 110010 11111001 3 25 11001 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
084 0x3fe58000 1.79296875 01110010 1 50 110010 01111001 3 25 11001 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
085 0xbfe68000 -1.80078125 11110011 1 51 110011 11111001 3 25 11001 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
086 0x3fe78000 1.80859375 01110011 1 51 110011 01111001 3 25 11001 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
087 0xbfe88000 -1.81640625 11110100 1 52 110100 11111010 3 26 11010 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
088 0x3fe98000 1.82421875 01110100 1 52 110100 01111010 3 26 11010 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
089 0xbfea8000 -1.83203125 11110101 1 53 110101 11111010 3 26 11010 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
090 0x3feb8000 1.83984375 01110101 1 53 110101 01111010 3 26 11010 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
091 0xbfec8000 -1.84765625 11110110 1 54 110110 11111011 3 27 11011 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
092 0x3fed8000 1.85546875 01110110 1 54 110110 01111011 3 27 11011 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
093 0xbfee8000 -1.86328125 11110111 1 55 110111 11111011 3 27 11011 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
094 0x3fef8000 1.87109375 01110111 1 55 110111 01111011 3 27 11011 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
095 0xbff08000 -1.87890625 11111000 1 56 111000 11111100 3 28 11100 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
096 0x3ff18000 1.88671875 01111000 1 56 111000 01111100 3 28 11100 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
097 0xbff28000 -1.89453125 11111001 1 57 111001 11111100 3 28 11100 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
098 0x3ff38000 1.90234375 01111001 1 57 111001 01111100 3 28 11100 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
099 0xbff48000 -1.91015625 11111010 1 58 111010 11111101 3 29 11101 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
100 0x3ff58000 1.91796875 01111010 1 58 111010 01111101 3 29 11101 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
101 0xbff68000 -1.92578125 11111011 1 59 111011 11111101 3 29 11101 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
102 0x3ff78000 1.93359375 01111011 1 59 111011 01111101 3 29 11101 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
103 0xbff88000 -1.94140625 11111100 1 60 111100 11111110 3 30 11110 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
104 0x3ff98000 1.94921875 01111100 1 60 111100 01111110 3 30 11110 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
105 0xbffa8000 -1.95703125 11111101 1 61 111101 11111110 3 30 11110 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
106 0x3ffb8000 1.96484375 01111101 1 61 111101 01111110 3 30 11110 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
107 0xbffc8000 -1.97265625 11111110 1 62 111110 11111111 3 31 11111 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
108 0x3ffd8000 1.98046875 01111110 1 62 111110 01111111 3 31 11111 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
109 0xbffe8000 -1.98828125 11111111 1 63 111111 11111111 3 31 11111 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
110 0x3fff8000 1.99609375 01111111 1 63 111111 01111111 3 31 11111 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
111 0xbf808000 -1.00390625 11000000 1 0 000000 11100000 3 0 00000 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
112 0x3f818000 1.01171875 01000000 1 0 000000 01100000 3 0 00000 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
113 0xbf828000 -1.01953125 11000001 1 1 000001 11100000 3 0 00000 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
114 0x3f838000 1.02734375 01000001 1 1 000001 01100000 3 0 00000 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
115 0xbf848000 -1.03515625 11000010 1 2 000010 11100001 3 1 00001 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
116 0x3f858000 1.04296875 01000010 1 2 000010 01100001 3 1 00001 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
117 0xbf868000 -1.05078125 11000011 1 3 000011 11100001 3 1 00001 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
118 0x3f878000 1.05859375 01000011 1 3 000011 01100001 3 1 00001 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
119 0xbf888000 -1.06640625 11000100 1 4 000100 11100010 3 2 00010 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
120 0x3f898000 1.07421875 01000100 1 4 000100 01100010 3 2 00010 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
121 0xbf8a8000 -1.08203125 11000101 1 5 000101 11100010 3 2 00010 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
122 0x3f8b8000 1.08984375 01000101 1 5 000101 01100010 3 2 00010 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
123 0xbf8c8000 -1.09765625 11000110 1 6 000110 11100011 3 3 00011 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
124 0x3f8d8000 1.10546875 01000110 1 6 000110 01100011 3 3 00011 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
125 0xbf8e8000 -1.11328125 11000111 1 7 000111 11100011 3 3 00011 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
126 0x3f8f8000 1.12109375 01000111 1 7 000111 01100011 3 3 00011 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
127 0xbf908000 -1.12890625 11001000 1 8 001000 11100100 3 4 00100 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
VALUES_END
END_CHUNK 1
BEGIN_CHUNK 2
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 0.03125
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 96
chunk_max_abs_scaled_value 0x3fff8000 1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec pseudo_diff_times_2_2m_dec
VALUES_BEGIN
000 0x3f9f8000 1.24609375 01001111 1 15 001111 01100111 3 7 00111 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
001 0xbfa08000 -1.25390625 11010000 1 16 010000 11101000 3 8 01000 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
002 0x3fa18000 1.26171875 01010000 1 16 010000 01101000 3 8 01000 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
003 0xbfa28000 -1.26953125 11010001 1 17 010001 11101000 3 8 01000 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
004 0x3fa38000 1.27734375 01010001 1 17 010001 01101000 3 8 01000 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
005 0xbfa48000 -1.28515625 11010010 1 18 010010 11101001 3 9 01001 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
006 0x3fa58000 1.29296875 01010010 1 18 010010 01101001 3 9 01001 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
007 0xbfa68000 -1.30078125 11010011 1 19 010011 11101001 3 9 01001 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
008 0x3fa78000 1.30859375 01010011 1 19 010011 01101001 3 9 01001 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
009 0xbfa88000 -1.31640625 11010100 1 20 010100 11101010 3 10 01010 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
010 0x3fa98000 1.32421875 01010100 1 20 010100 01101010 3 10 01010 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
011 0xbfaa8000 -1.33203125 11010101 1 21 010101 11101010 3 10 01010 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
012 0x3fab8000 1.33984375 01010101 1 21 010101 01101010 3 10 01010 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
013 0xbfac8000 -1.34765625 11010110 1 22 010110 11101011 3 11 01011 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
014 0x3fad8000 1.35546875 01010110 1 22 010110 01101011 3 11 01011 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
015 0xbfae8000 -1.36328125 11010111 1 23 010111 11101011 3 11 01011 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
016 0x3faf8000 1.37109375 01010111 1 23 010111 01101011 3 11 01011 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
017 0xbfb08000 -1.37890625 11011000 1 24 011000 11101100 3 12 01100 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
018 0x3fb18000 1.38671875 01011000 1 24 011000 01101100 3 12 01100 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
019 0xbfb28000 -1.39453125 11011001 1 25 011001 11101100 3 12 01100 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
020 0x3fb38000 1.40234375 01011001 1 25 011001 01101100 3 12 01100 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
021 0xbfb48000 -1.41015625 11011010 1 26 011010 11101101 3 13 01101 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
022 0x3fb58000 1.41796875 01011010 1 26 011010 01101101 3 13 01101 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
023 0xbfb68000 -1.42578125 11011011 1 27 011011 11101101 3 13 01101 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
024 0x3fb78000 1.43359375 01011011 1 27 011011 01101101 3 13 01101 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
025 0xbfb88000 -1.44140625 11011100 1 28 011100 11101110 3 14 01110 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
026 0x3fb98000 1.44921875 01011100 1 28 011100 01101110 3 14 01110 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
027 0xbfba8000 -1.45703125 11011101 1 29 011101 11101110 3 14 01110 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
028 0x3fbb8000 1.46484375 01011101 1 29 011101 01101110 3 14 01110 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
029 0xbfbc8000 -1.47265625 11011110 1 30 011110 11101111 3 15 01111 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
030 0x3fbd8000 1.48046875 01011110 1 30 011110 01101111 3 15 01111 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
031 0xbfbe8000 -1.48828125 11011111 1 31 011111 11101111 3 15 01111 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
032 0x3fbf8000 1.49609375 01011111 1 31 011111 01101111 3 15 01111 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3a200000 0.000610351562 2.5
033 0xbfc08000 -1.50390625 11100000 1 32 100000 11110000 3 16 10000 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
034 0x3fc18000 1.51171875 01100000 1 32 100000 01110000 3 16 10000 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0 0
035 0xbfc28000 -1.51953125 11100001 1 33 100001 11110000 3 16 10000 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x39c00000 0.000366210938 1.5
