# pseudo_MSE hardware test vectors
# seed=42
# bit_widths=8,7,6,5,4
# num_chunks_per_bit_width=50
# chunk_size=128
# e2_win_divisor=4
# signedness: sgn=1 for every section in this file
# chunk scale source: DynamicInputQuantizer._chunk_scale(raw_chunk)
# chunk scale definition: pow2_floor(max(abs(raw_chunk))) with 1.0 for all-zero chunks
# metric input: values are already scaled FP32 numbers (scaled_v)
# raw_fp32 values are provided only to test the pre-scale path
# feed scaled_fp32 values to the pseudo_MSE block, or compute scaled_fp32 = raw_fp32 / chunk_scale
# decision rule: choose_exp2 if floor(expected_e2_wins / e2_win_divisor) >= expected_e1_wins else choose_exp1
# expected_error rows: selected chunk error matching expected_decision, as fp32_hex fp32_dec
# expected_e1_wins/expected_e2_wins rows: per-value pseudo_diff winners; ties are not counted
# expected_e2_wins_shifted row: floor(expected_e2_wins / e2_win_divisor), used only for expected_decision
# expected_e2_wins_shift2 row: legacy floor(expected_e2_wins / 4) diagnostic
# mantissa mode: truncate
# q_exp*_bits are packed sign/exponent/mantissa fields after pseudo_MSE quantization
# q_exp*_exp_field and q_exp*_mant_field are the stored exponent and mantissa fields as integers
# q_exp*_mant_bits are the stored mantissa fields as zero-padded binary strings
# err_exp*_pre_square = scaled-q_exp* for each value, before squaring
# chunk_diff_exp2_minus_exp1 is the signed sum of pseudo_diff values for debug; it does not drive expected_decision
# pseudo_diff_exp2_minus_exp1 is the bit-level pseudo err2-err1 signal for each value
# value mode: raw-and-scaled
# chunk_scale rows: chunk_scale chunk_scale_fp32_hex chunk_scale_fp32_dec
# chunk max rows use max absolute value; *_value is the signed value at that index
# chunk max rows: chunk_max_abs_index value_index, chunk_max_abs_raw_value raw_fp32_hex raw_fp32_dec, chunk_max_abs_raw_abs raw_abs_fp32_hex raw_abs_fp32_dec, chunk_max_abs_scaled_value scaled_fp32_hex scaled_fp32_dec, chunk_max_abs_scaled_abs scaled_abs_fp32_hex scaled_abs_fp32_dec
# raw max alias rows: raw_max_abs_index, raw_max_abs_value, raw_max_abs_abs
# raw-and-scaled max summary rows: raw_and_scaled_max_abs value_index scale_fp32_hex scale_fp32_dec raw_value_fp32_hex raw_value_fp32_dec raw_abs_fp32_hex raw_abs_fp32_dec scaled_value_fp32_hex scaled_value_fp32_dec scaled_abs_fp32_hex scaled_abs_fp32_dec
# value rows: value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
# scaled_fp32_dec = raw_fp32_dec / scale_fp32_dec

BEGIN_BIT_WIDTH 8
sgn 1
exp1_format fp8_e1m6
exp2_format fp8_e2m5
m1 6
m2 5
BEGIN_CHUNK 0
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 64
expected_e1_wins 64
expected_e2_wins 0
expected_e2_wins_shifted 0
expected_e2_wins_shift2 0
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 127
raw_max_abs_index 127
raw_max_abs_value 0xbfff8000 -1.99609375
raw_max_abs_abs 0x3fff8000 1.99609375
chunk_max_abs_raw_value 0xbfff8000 -1.99609375
chunk_max_abs_raw_abs 0x3fff8000 1.99609375
raw_and_scaled_max_abs 127 0x3f800000 1 0xbfff8000 -1.99609375 0x3fff8000 1.99609375 0xbfff8000 -1.99609375 0x3fff8000 1.99609375
chunk_max_abs_scaled_value 0xbfff8000 -1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
chunk_scale 0x3f800000 1
# value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
108 0x3fec8000 1.84765625 0x3fec8000 1.84765625 01110110 1 54 110110 01111011 3 27 11011 0x3b800000 0.00390625 0x3b800000 0.00390625 0x00000000 0
109 0xbfed8000 -1.85546875 0xbfed8000 -1.85546875 11110110 1 54 110110 11111011 3 27 11011 0xbc400000 -0.01171875 0xbc400000 -0.01171875 0x00000000 0
110 0x3fee8000 1.86328125 0x3fee8000 1.86328125 01110111 1 55 110111 01111011 3 27 11011 0x3b800000 0.00390625 0x3ca00000 0.01953125 0x3f800000 1
111 0xbfef8000 -1.87109375 0xbfef8000 -1.87109375 11110111 1 55 110111 11111011 3 27 11011 0xbc400000 -0.01171875 0xbce00000 -0.02734375 0x3f800000 1
112 0x3ff08000 1.87890625 0x3ff08000 1.87890625 01111000 1 56 111000 01111100 3 28 11100 0x3b800000 0.00390625 0x3b800000 0.00390625 0x00000000 0
113 0xbff18000 -1.88671875 0xbff18000 -1.88671875 11111000 1 56 111000 11111100 3 28 11100 0xbc400000 -0.01171875 0xbc400000 -0.01171875 0x00000000 0
114 0x3ff28000 1.89453125 0x3ff28000 1.89453125 01111001 1 57 111001 01111100 3 28 11100 0x3b800000 0.00390625 0x3ca00000 0.01953125 0x3f800000 1
115 0xbff38000 -1.90234375 0xbff38000 -1.90234375 11111001 1 57 111001 11111100 3 28 11100 0xbc400000 -0.01171875 0xbce00000 -0.02734375 0x3f800000 1
116 0x3ff48000 1.91015625 0x3ff48000 1.91015625 01111010 1 58 111010 01111101 3 29 11101 0x3b800000 0.00390625 0x3b800000 0.00390625 0x00000000 0
117 0xbff58000 -1.91796875 0xbff58000 -1.91796875 11111010 1 58 111010 11111101 3 29 11101 0xbc400000 -0.01171875 0xbc400000 -0.01171875 0x00000000 0
118 0x3ff68000 1.92578125 0x3ff68000 1.92578125 01111011 1 59 111011 01111101 3 29 11101 0x3b800000 0.00390625 0x3ca00000 0.01953125 0x3f800000 1
119 0xbff78000 -1.93359375 0xbff78000 -1.93359375 11111011 1 59 111011 11111101 3 29 11101 0xbc400000 -0.01171875 0xbce00000 -0.02734375 0x3f800000 1
120 0x3ff88000 1.94140625 0x3ff88000 1.94140625 01111100 1 60 111100 01111110 3 30 11110 0x3b800000 0.00390625 0x3b800000 0.00390625 0x00000000 0
121 0xbff98000 -1.94921875 0xbff98000 -1.94921875 11111100 1 60 111100 11111110 3 30 11110 0xbc400000 -0.01171875 0xbc400000 -0.01171875 0x00000000 0
122 0x3ffa8000 1.95703125 0x3ffa8000 1.95703125 01111101 1 61 111101 01111110 3 30 11110 0x3b800000 0.00390625 0x3ca00000 0.01953125 0x3f800000 1
123 0xbffb8000 -1.96484375 0xbffb8000 -1.96484375 11111101 1 61 111101 11111110 3 30 11110 0xbc400000 -0.01171875 0xbce00000 -0.02734375 0x3f800000 1
124 0x3ffc8000 1.97265625 0x3ffc8000 1.97265625 01111110 1 62 111110 01111111 3 31 11111 0x3b800000 0.00390625 0x3b800000 0.00390625 0x00000000 0
125 0xbffd8000 -1.98046875 0xbffd8000 -1.98046875 11111110 1 62 111110 11111111 3 31 11111 0xbc400000 -0.01171875 0xbc400000 -0.01171875 0x00000000 0
126 0x3ffe8000 1.98828125 0x3ffe8000 1.98828125 01111111 1 63 111111 01111111 3 31 11111 0x3b800000 0.00390625 0x3ca00000 0.01953125 0x3f800000 1
127 0xbfff8000 -1.99609375 0xbfff8000 -1.99609375 11111111 1 63 111111 11111111 3 31 11111 0xbc400000 -0.01171875 0xbce00000 -0.02734375 0x3f800000 1
VALUES_END
END_CHUNK 0
BEGIN_CHUNK 1
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 64
expected_e1_wins 64
expected_e2_wins 0
expected_e2_wins_shifted 0
expected_e2_wins_shift2 0
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 110
raw_max_abs_index 110
raw_max_abs_value 0x3f7f8000 0.998046875
raw_max_abs_abs 0x3f7f8000 0.998046875
chunk_max_abs_raw_value 0x3f7f8000 0.998046875
chunk_max_abs_raw_abs 0x3f7f8000 0.998046875
raw_and_scaled_max_abs 110 0x3f000000 0.5 0x3f7f8000 0.998046875 0x3f7f8000 0.998046875 0x3fff8000 1.99609375 0x3fff8000 1.99609375
chunk_max_abs_scaled_value 0x3fff8000 1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
chunk_scale 0x3f000000 0.5
# value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
000 0x3f118000 0.568359375 0x3f918000 1.13671875 01001000 1 8 001000 01100100 3 4 00100 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
001 0xbf128000 -0.572265625 0xbf928000 -1.14453125 11001001 1 9 001001 11100100 3 4 00100 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
002 0x3f138000 0.576171875 0x3f938000 1.15234375 01001001 1 9 001001 01100100 3 4 00100 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
003 0xbf148000 -0.580078125 0xbf948000 -1.16015625 11001010 1 10 001010 11100101 3 5 00101 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
004 0x3f158000 0.583984375 0x3f958000 1.16796875 01001010 1 10 001010 01100101 3 5 00101 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
005 0xbf168000 -0.587890625 0xbf968000 -1.17578125 11001011 1 11 001011 11100101 3 5 00101 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
006 0x3f178000 0.591796875 0x3f978000 1.18359375 01001011 1 11 001011 01100101 3 5 00101 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
007 0xbf188000 -0.595703125 0xbf988000 -1.19140625 11001100 1 12 001100 11100110 3 6 00110 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
008 0x3f198000 0.599609375 0x3f998000 1.19921875 01001100 1 12 001100 01100110 3 6 00110 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
009 0xbf1a8000 -0.603515625 0xbf9a8000 -1.20703125 11001101 1 13 001101 11100110 3 6 00110 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
010 0x3f1b8000 0.607421875 0x3f9b8000 1.21484375 01001101 1 13 001101 01100110 3 6 00110 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
011 0xbf1c8000 -0.611328125 0xbf9c8000 -1.22265625 11001110 1 14 001110 11100111 3 7 00111 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
012 0x3f1d8000 0.615234375 0x3f9d8000 1.23046875 01001110 1 14 001110 01100111 3 7 00111 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
013 0xbf1e8000 -0.619140625 0xbf9e8000 -1.23828125 11001111 1 15 001111 11100111 3 7 00111 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
014 0x3f1f8000 0.623046875 0x3f9f8000 1.24609375 01001111 1 15 001111 01100111 3 7 00111 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
015 0xbf208000 -0.626953125 0xbfa08000 -1.25390625 11010000 1 16 010000 11101000 3 8 01000 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
016 0x3f218000 0.630859375 0x3fa18000 1.26171875 01010000 1 16 010000 01101000 3 8 01000 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
017 0xbf228000 -0.634765625 0xbfa28000 -1.26953125 11010001 1 17 010001 11101000 3 8 01000 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
018 0x3f238000 0.638671875 0x3fa38000 1.27734375 01010001 1 17 010001 01101000 3 8 01000 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
019 0xbf248000 -0.642578125 0xbfa48000 -1.28515625 11010010 1 18 010010 11101001 3 9 01001 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
020 0x3f258000 0.646484375 0x3fa58000 1.29296875 01010010 1 18 010010 01101001 3 9 01001 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
021 0xbf268000 -0.650390625 0xbfa68000 -1.30078125 11010011 1 19 010011 11101001 3 9 01001 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
022 0x3f278000 0.654296875 0x3fa78000 1.30859375 01010011 1 19 010011 01101001 3 9 01001 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
023 0xbf288000 -0.658203125 0xbfa88000 -1.31640625 11010100 1 20 010100 11101010 3 10 01010 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
024 0x3f298000 0.662109375 0x3fa98000 1.32421875 01010100 1 20 010100 01101010 3 10 01010 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
025 0xbf2a8000 -0.666015625 0xbfaa8000 -1.33203125 11010101 1 21 010101 11101010 3 10 01010 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
026 0x3f2b8000 0.669921875 0x3fab8000 1.33984375 01010101 1 21 010101 01101010 3 10 01010 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
027 0xbf2c8000 -0.673828125 0xbfac8000 -1.34765625 11010110 1 22 010110 11101011 3 11 01011 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
028 0x3f2d8000 0.677734375 0x3fad8000 1.35546875 01010110 1 22 010110 01101011 3 11 01011 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
029 0xbf2e8000 -0.681640625 0xbfae8000 -1.36328125 11010111 1 23 010111 11101011 3 11 01011 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
030 0x3f2f8000 0.685546875 0x3faf8000 1.37109375 01010111 1 23 010111 01101011 3 11 01011 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
031 0xbf308000 -0.689453125 0xbfb08000 -1.37890625 11011000 1 24 011000 11101100 3 12 01100 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
032 0x3f318000 0.693359375 0x3fb18000 1.38671875 01011000 1 24 011000 01101100 3 12 01100 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
033 0xbf328000 -0.697265625 0xbfb28000 -1.39453125 11011001 1 25 011001 11101100 3 12 01100 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
034 0x3f338000 0.701171875 0x3fb38000 1.40234375 01011001 1 25 011001 01101100 3 12 01100 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
035 0xbf348000 -0.705078125 0xbfb48000 -1.41015625 11011010 1 26 011010 11101101 3 13 01101 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
036 0x3f358000 0.708984375 0x3fb58000 1.41796875 01011010 1 26 011010 01101101 3 13 01101 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
037 0xbf368000 -0.712890625 0xbfb68000 -1.42578125 11011011 1 27 011011 11101101 3 13 01101 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
038 0x3f378000 0.716796875 0x3fb78000 1.43359375 01011011 1 27 011011 01101101 3 13 01101 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
039 0xbf388000 -0.720703125 0xbfb88000 -1.44140625 11011100 1 28 011100 11101110 3 14 01110 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
040 0x3f398000 0.724609375 0x3fb98000 1.44921875 01011100 1 28 011100 01101110 3 14 01110 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
041 0xbf3a8000 -0.728515625 0xbfba8000 -1.45703125 11011101 1 29 011101 11101110 3 14 01110 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
042 0x3f3b8000 0.732421875 0x3fbb8000 1.46484375 01011101 1 29 011101 01101110 3 14 01110 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
043 0xbf3c8000 -0.736328125 0xbfbc8000 -1.47265625 11011110 1 30 011110 11101111 3 15 01111 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
044 0x3f3d8000 0.740234375 0x3fbd8000 1.48046875 01011110 1 30 011110 01101111 3 15 01111 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
045 0xbf3e8000 -0.744140625 0xbfbe8000 -1.48828125 11011111 1 31 011111 11101111 3 15 01111 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
046 0x3f3f8000 0.748046875 0x3fbf8000 1.49609375 01011111 1 31 011111 01101111 3 15 01111 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
047 0xbf408000 -0.751953125 0xbfc08000 -1.50390625 11100000 1 32 100000 11110000 3 16 10000 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
048 0x3f418000 0.755859375 0x3fc18000 1.51171875 01100000 1 32 100000 01110000 3 16 10000 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
049 0xbf428000 -0.759765625 0xbfc28000 -1.51953125 11100001 1 33 100001 11110000 3 16 10000 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
050 0x3f438000 0.763671875 0x3fc38000 1.52734375 01100001 1 33 100001 01110000 3 16 10000 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
051 0xbf448000 -0.767578125 0xbfc48000 -1.53515625 11100010 1 34 100010 11110001 3 17 10001 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
052 0x3f458000 0.771484375 0x3fc58000 1.54296875 01100010 1 34 100010 01110001 3 17 10001 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
053 0xbf468000 -0.775390625 0xbfc68000 -1.55078125 11100011 1 35 100011 11110001 3 17 10001 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
054 0x3f478000 0.779296875 0x3fc78000 1.55859375 01100011 1 35 100011 01110001 3 17 10001 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
055 0xbf488000 -0.783203125 0xbfc88000 -1.56640625 11100100 1 36 100100 11110010 3 18 10010 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
056 0x3f498000 0.787109375 0x3fc98000 1.57421875 01100100 1 36 100100 01110010 3 18 10010 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
057 0xbf4a8000 -0.791015625 0xbfca8000 -1.58203125 11100101 1 37 100101 11110010 3 18 10010 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
058 0x3f4b8000 0.794921875 0x3fcb8000 1.58984375 01100101 1 37 100101 01110010 3 18 10010 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
059 0xbf4c8000 -0.798828125 0xbfcc8000 -1.59765625 11100110 1 38 100110 11110011 3 19 10011 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
060 0x3f4d8000 0.802734375 0x3fcd8000 1.60546875 01100110 1 38 100110 01110011 3 19 10011 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
061 0xbf4e8000 -0.806640625 0xbfce8000 -1.61328125 11100111 1 39 100111 11110011 3 19 10011 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
062 0x3f4f8000 0.810546875 0x3fcf8000 1.62109375 01100111 1 39 100111 01110011 3 19 10011 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
063 0xbf508000 -0.814453125 0xbfd08000 -1.62890625 11101000 1 40 101000 11110100 3 20 10100 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
064 0x3f518000 0.818359375 0x3fd18000 1.63671875 01101000 1 40 101000 01110100 3 20 10100 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
065 0xbf528000 -0.822265625 0xbfd28000 -1.64453125 11101001 1 41 101001 11110100 3 20 10100 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
066 0x3f538000 0.826171875 0x3fd38000 1.65234375 01101001 1 41 101001 01110100 3 20 10100 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
067 0xbf548000 -0.830078125 0xbfd48000 -1.66015625 11101010 1 42 101010 11110101 3 21 10101 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
068 0x3f558000 0.833984375 0x3fd58000 1.66796875 01101010 1 42 101010 01110101 3 21 10101 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
069 0xbf568000 -0.837890625 0xbfd68000 -1.67578125 11101011 1 43 101011 11110101 3 21 10101 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
070 0x3f578000 0.841796875 0x3fd78000 1.68359375 01101011 1 43 101011 01110101 3 21 10101 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
071 0xbf588000 -0.845703125 0xbfd88000 -1.69140625 11101100 1 44 101100 11110110 3 22 10110 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
072 0x3f598000 0.849609375 0x3fd98000 1.69921875 01101100 1 44 101100 01110110 3 22 10110 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
073 0xbf5a8000 -0.853515625 0xbfda8000 -1.70703125 11101101 1 45 101101 11110110 3 22 10110 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
074 0x3f5b8000 0.857421875 0x3fdb8000 1.71484375 01101101 1 45 101101 01110110 3 22 10110 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
075 0xbf5c8000 -0.861328125 0xbfdc8000 -1.72265625 11101110 1 46 101110 11110111 3 23 10111 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
076 0x3f5d8000 0.865234375 0x3fdd8000 1.73046875 01101110 1 46 101110 01110111 3 23 10111 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
077 0xbf5e8000 -0.869140625 0xbfde8000 -1.73828125 11101111 1 47 101111 11110111 3 23 10111 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
078 0x3f5f8000 0.873046875 0x3fdf8000 1.74609375 01101111 1 47 101111 01110111 3 23 10111 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
079 0xbf608000 -0.876953125 0xbfe08000 -1.75390625 11110000 1 48 110000 11111000 3 24 11000 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
080 0x3f618000 0.880859375 0x3fe18000 1.76171875 01110000 1 48 110000 01111000 3 24 11000 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
081 0xbf628000 -0.884765625 0xbfe28000 -1.76953125 11110001 1 49 110001 11111000 3 24 11000 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
082 0x3f638000 0.888671875 0x3fe38000 1.77734375 01110001 1 49 110001 01111000 3 24 11000 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
083 0xbf648000 -0.892578125 0xbfe48000 -1.78515625 11110010 1 50 110010 11111001 3 25 11001 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
084 0x3f658000 0.896484375 0x3fe58000 1.79296875 01110010 1 50 110010 01111001 3 25 11001 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
085 0xbf668000 -0.900390625 0xbfe68000 -1.80078125 11110011 1 51 110011 11111001 3 25 11001 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
086 0x3f678000 0.904296875 0x3fe78000 1.80859375 01110011 1 51 110011 01111001 3 25 11001 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
087 0xbf688000 -0.908203125 0xbfe88000 -1.81640625 11110100 1 52 110100 11111010 3 26 11010 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
088 0x3f698000 0.912109375 0x3fe98000 1.82421875 01110100 1 52 110100 01111010 3 26 11010 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
089 0xbf6a8000 -0.916015625 0xbfea8000 -1.83203125 11110101 1 53 110101 11111010 3 26 11010 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
090 0x3f6b8000 0.919921875 0x3feb8000 1.83984375 01110101 1 53 110101 01111010 3 26 11010 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
091 0xbf6c8000 -0.923828125 0xbfec8000 -1.84765625 11110110 1 54 110110 11111011 3 27 11011 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
092 0x3f6d8000 0.927734375 0x3fed8000 1.85546875 01110110 1 54 110110 01111011 3 27 11011 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
093 0xbf6e8000 -0.931640625 0xbfee8000 -1.86328125 11110111 1 55 110111 11111011 3 27 11011 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
094 0x3f6f8000 0.935546875 0x3fef8000 1.87109375 01110111 1 55 110111 01111011 3 27 11011 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
095 0xbf708000 -0.939453125 0xbff08000 -1.87890625 11111000 1 56 111000 11111100 3 28 11100 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
096 0x3f718000 0.943359375 0x3ff18000 1.88671875 01111000 1 56 111000 01111100 3 28 11100 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
097 0xbf728000 -0.947265625 0xbff28000 -1.89453125 11111001 1 57 111001 11111100 3 28 11100 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
098 0x3f738000 0.951171875 0x3ff38000 1.90234375 01111001 1 57 111001 01111100 3 28 11100 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
099 0xbf748000 -0.955078125 0xbff48000 -1.91015625 11111010 1 58 111010 11111101 3 29 11101 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
100 0x3f758000 0.958984375 0x3ff58000 1.91796875 01111010 1 58 111010 01111101 3 29 11101 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
101 0xbf768000 -0.962890625 0xbff68000 -1.92578125 11111011 1 59 111011 11111101 3 29 11101 0xbb800000 -0.00390625 0xbca00000 -0.01953125 0x3f800000 1
102 0x3f778000 0.966796875 0x3ff78000 1.93359375 01111011 1 59 111011 01111101 3 29 11101 0x3c400000 0.01171875 0x3ce00000 0.02734375 0x3f800000 1
103 0xbf788000 -0.970703125 0xbff88000 -1.94140625 11111100 1 60 111100 11111110 3 30 11110 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0
104 0x3f798000 0.974609375 0x3ff98000 1.94921875 01111100 1 60 111100 01111110 3 30 11110 0x3c400000 0.01171875 0x3c400000 0.01171875 0x00000000 0
